year,overall_rating,player_name
2009,41.0,Haris Seferovic
2010,52.0,Haris Seferovic
2011,59.5,Haris Seferovic
2012,68.5,Haris Seferovic
2013,69.33333333333333,Haris Seferovic
2014,74.33333333333333,Haris Seferovic
2015,76.6,Haris Seferovic
2016,76.0,Haris Seferovic
2007,64.0,Bob Schepers
2012,64.0,Bob Schepers
2013,64.0,Bob Schepers
2014,64.5,Bob Schepers
2007,65.0,Moritz Hartmann
2010,65.0,Moritz Hartmann
2011,63.0,Moritz Hartmann
2012,63.5,Moritz Hartmann
2013,64.0,Moritz Hartmann
2014,65.66666666666667,Moritz Hartmann
2015,67.0,Moritz Hartmann
2016,69.4,Moritz Hartmann
2007,47.0,Ashton Taylor
2009,47.0,Ashton Taylor
2010,59.0,Ashton Taylor
2011,61.0,Ashton Taylor
2012,62.0,Ashton Taylor
2013,63.0,Ashton Taylor
2014,62.5,Ashton Taylor
2015,64.8,Ashton Taylor
2016,67.0,Ashton Taylor
2007,59.0,Riccardo Perpetuini
2010,63.5,Riccardo Perpetuini
2007,52.0,Jeremy Maniere
2012,51.5,Jeremy Maniere
2013,51.0,Jeremy Maniere
2007,61.0,Everton
2012,61.0,Everton
2014,60.5,Everton
2015,62.5,Everton
2007,67.0,Jean Paul Yontcha
2009,67.0,Jean Paul Yontcha
2010,68.0,Jean Paul Yontcha
2011,68.0,Jean Paul Yontcha
2012,66.5,Jean Paul Yontcha
2013,65.5,Jean Paul Yontcha
2007,65.0,Denis Alibec
2010,66.0,Denis Alibec
2011,69.0,Denis Alibec
2012,71.0,Denis Alibec
2013,71.0,Denis Alibec
2015,71.0,Denis Alibec
2016,71.0,Denis Alibec
2007,65.0,Jorge Teixeira
2010,65.0,Jorge Teixeira
2011,64.5,Jorge Teixeira
2012,64.5,Jorge Teixeira
2013,63.8,Jorge Teixeira
2014,64.5,Jorge Teixeira
2015,70.0,Jorge Teixeira
2016,72.0,Jorge Teixeira
2007,63.0,Pierre Bengtsson
2008,62.0,Pierre Bengtsson
2009,62.0,Pierre Bengtsson
2010,61.5,Pierre Bengtsson
2011,67.5,Pierre Bengtsson
2012,68.5,Pierre Bengtsson
2013,69.4,Pierre Bengtsson
2014,70.5,Pierre Bengtsson
2015,71.88888888888889,Pierre Bengtsson
2016,73.0,Pierre Bengtsson
2007,58.0,Haavard Nielsen
2010,58.0,Haavard Nielsen
2011,63.0,Haavard Nielsen
2012,67.0,Haavard Nielsen
2013,67.5,Haavard Nielsen
2014,69.25,Haavard Nielsen
2015,71.33333333333333,Haavard Nielsen
2016,72.0,Haavard Nielsen
2007,65.0,Joel Matip
2010,68.5,Joel Matip
2011,72.0,Joel Matip
2012,76.0,Joel Matip
2013,76.5,Joel Matip
2014,77.0,Joel Matip
2015,78.66666666666667,Joel Matip
2016,81.0,Joel Matip
2007,54.0,Paul McGinn
2014,54.0,Paul McGinn
2015,58.142857142857146,Paul McGinn
2016,60.0,Paul McGinn
2007,60.0,Nico Siegrist
2009,60.0,Nico Siegrist
2010,59.0,Nico Siegrist
2011,60.5,Nico Siegrist
2012,64.0,Nico Siegrist
2013,63.75,Nico Siegrist
2007,63.0,Adrien Goni
2009,63.0,Adrien Goni
2010,63.0,Adrien Goni
2011,63.0,Adrien Goni
2007,56.0,Funso Ojo
2009,56.5,Funso Ojo
2010,64.0,Funso Ojo
2011,66.0,Funso Ojo
2012,67.0,Funso Ojo
2013,68.0,Funso Ojo
2014,68.0,Funso Ojo
2015,68.0,Funso Ojo
2016,68.0,Funso Ojo
2007,53.0,Lee Hodson
2009,53.0,Lee Hodson
2010,63.0,Lee Hodson
2011,65.5,Lee Hodson
2012,65.5,Lee Hodson
2013,63.44444444444444,Lee Hodson
2014,63.0,Lee Hodson
2015,66.0,Lee Hodson
2016,66.0,Lee Hodson
2007,52.0,Mark O'Brien
2010,52.0,Mark O'Brien
2011,58.5,Mark O'Brien
2012,66.0,Mark O'Brien
2013,67.25,Mark O'Brien
2014,67.0,Mark O'Brien
2015,66.33333333333333,Mark O'Brien
2016,67.0,Mark O'Brien
2007,47.0,Gregg Wylde
2009,47.0,Gregg Wylde
2010,50.5,Gregg Wylde
2011,69.0,Gregg Wylde
2012,68.5,Gregg Wylde
2013,64.6,Gregg Wylde
2014,64.0,Gregg Wylde
2015,63.0,Gregg Wylde
2016,63.0,Gregg Wylde
2007,75.0,Fernandinho
2010,74.5,Fernandinho
2011,74.5,Fernandinho
2013,75.5,Fernandinho
2014,76.0,Fernandinho
2015,74.5,Fernandinho
2007,66.0,Kleber Pinheiro
2009,66.0,Kleber Pinheiro
2010,73.0,Kleber Pinheiro
2011,74.5,Kleber Pinheiro
2012,76.0,Kleber Pinheiro
2013,71.5,Kleber Pinheiro
2014,69.5,Kleber Pinheiro
2015,70.5,Kleber Pinheiro
2007,65.0,Caue
2009,65.0,Caue
2011,65.0,Caue
2012,65.0,Caue
2007,75.0,Felipe
2008,73.0,Felipe
2009,76.5,Felipe
2010,77.0,Felipe
2011,77.5,Felipe
2012,78.0,Felipe
2013,77.0,Felipe
2014,77.0,Felipe
2007,64.0,Bruno Bertucci
2009,61.0,Bruno Bertucci
2010,58.0,Bruno Bertucci
2011,58.0,Bruno Bertucci
2012,62.0,Bruno Bertucci
2007,69.0,Elias
2008,69.0,Elias
2009,74.0,Elias
2010,75.0,Elias
2011,77.0,Elias
2012,78.0,Elias
2013,77.33333333333333,Elias
2014,77.4,Elias
2007,75.0,Lulinha
2008,67.0,Lulinha
2009,67.0,Lulinha
2010,67.0,Lulinha
2011,68.0,Lulinha
2012,69.5,Lulinha
2014,68.66666666666667,Lulinha
2007,64.0,Douglas
2009,64.0,Douglas
2010,68.0,Douglas
2011,70.0,Douglas
2012,70.0,Douglas
2013,68.75,Douglas
2014,68.625,Douglas
2015,70.28571428571429,Douglas
2016,72.0,Douglas
2007,70.0,Elton
2009,70.0,Elton
2010,70.0,Elton
2011,70.0,Elton
2012,71.0,Elton
2013,71.0,Elton
2014,73.0,Elton
2007,57.0,Jordi Figueras
2009,57.0,Jordi Figueras
2010,65.0,Jordi Figueras
2011,68.0,Jordi Figueras
2012,73.0,Jordi Figueras
2013,72.16666666666667,Jordi Figueras
2014,72.5,Jordi Figueras
2015,72.66666666666667,Jordi Figueras
2016,72.0,Jordi Figueras
2007,65.0,Rafael
2010,68.5,Rafael
2011,75.0,Rafael
2012,76.0,Rafael
2013,76.6,Rafael
2014,74.0,Rafael
2015,74.8,Rafael
2016,74.0,Rafael
2007,65.0,Adriano Jose de Lara
2009,65.0,Adriano Jose de Lara
2010,65.0,Adriano Jose de Lara
2011,62.5,Adriano Jose de Lara
2013,60.0,Adriano Jose de Lara
2007,50.0,Ryan Dow
2010,50.0,Ryan Dow
2011,59.0,Ryan Dow
2012,62.0,Ryan Dow
2013,61.0,Ryan Dow
2014,62.666666666666664,Ryan Dow
2015,64.66666666666667,Ryan Dow
2016,64.0,Ryan Dow
2007,65.0,Andre
2009,65.0,Andre
2010,72.5,Andre
2011,75.5,Andre
2012,75.0,Andre
2013,75.0,Andre
2014,73.4,Andre
2007,64.0,Joselu
2009,64.0,Joselu
2010,62.5,Joselu
2011,64.5,Joselu
2012,68.5,Joselu
2013,71.33333333333333,Joselu
2014,72.5,Joselu
2015,75.0,Joselu
2016,75.0,Joselu
2007,65.0,Javier Aquino
2010,65.0,Javier Aquino
2011,67.0,Javier Aquino
2012,70.0,Javier Aquino
2013,73.33333333333333,Javier Aquino
2014,73.0,Javier Aquino
2015,73.85714285714286,Javier Aquino
2016,75.0,Javier Aquino
2007,50.0,Guus Hupperts
2009,50.0,Guus Hupperts
2010,54.5,Guus Hupperts
2011,58.5,Guus Hupperts
2012,64.0,Guus Hupperts
2013,67.25,Guus Hupperts
2014,69.75,Guus Hupperts
2015,70.2,Guus Hupperts
2016,69.0,Guus Hupperts
2007,57.0,Aron Johannsson
2011,57.0,Aron Johannsson
2012,60.5,Aron Johannsson
2013,71.0,Aron Johannsson
2014,73.33333333333333,Aron Johannsson
2015,73.66666666666667,Aron Johannsson
2016,74.0,Aron Johannsson
2007,69.0,Cicinho
2009,69.0,Cicinho
2011,71.5,Cicinho
2012,73.0,Cicinho
2013,74.2,Cicinho
2014,71.6,Cicinho
2015,69.0,Cicinho
2007,65.0,Rodrigo Dantas
2009,65.0,Rodrigo Dantas
2010,68.0,Rodrigo Dantas
2012,68.0,Rodrigo Dantas
2013,68.0,Rodrigo Dantas
2014,67.5,Rodrigo Dantas
2015,67.0,Rodrigo Dantas
2007,66.0,Lorenzo Melgarejo
2011,66.0,Lorenzo Melgarejo
2012,71.0,Lorenzo Melgarejo
2013,73.625,Lorenzo Melgarejo
2014,74.0,Lorenzo Melgarejo
2015,72.5,Lorenzo Melgarejo
2016,73.66666666666667,Lorenzo Melgarejo
2007,63.0,Stevie May
2011,63.0,Stevie May
2013,63.5,Stevie May
2014,68.2,Stevie May
2015,68.25,Stevie May
2007,51.0,Zander Clark
2012,51.0,Zander Clark
2013,51.0,Zander Clark
2014,51.0,Zander Clark
2015,51.0,Zander Clark
2016,51.0,Zander Clark
2007,70.0,Gil
2009,70.0,Gil
2010,69.5,Gil
2011,72.0,Gil
2012,71.0,Gil
2013,74.6,Gil
2014,75.25,Gil
2007,58.0,Damien Le Tallec
2009,60.5,Damien Le Tallec
2010,67.5,Damien Le Tallec
2011,65.0,Damien Le Tallec
2012,63.0,Damien Le Tallec
2014,62.5,Damien Le Tallec
2015,63.0,Damien Le Tallec
2016,67.0,Damien Le Tallec
2007,51.0,Ryan Mendes
2009,51.0,Ryan Mendes
2010,51.0,Ryan Mendes
2011,60.0,Ryan Mendes
2012,70.5,Ryan Mendes
2013,70.0,Ryan Mendes
2014,72.0,Ryan Mendes
2015,72.33333333333333,Ryan Mendes
2016,72.5,Ryan Mendes
2007,71.0,Victor Ibarbo
2011,71.0,Victor Ibarbo
2012,75.0,Victor Ibarbo
2013,76.16666666666667,Victor Ibarbo
2014,75.8125,Victor Ibarbo
2015,78.0,Victor Ibarbo
2016,77.0,Victor Ibarbo
2007,55.0,Daniel Hoeegh
2010,55.0,Daniel Hoeegh
2011,55.0,Daniel Hoeegh
2012,57.0,Daniel Hoeegh
2013,64.0,Daniel Hoeegh
2014,64.0,Daniel Hoeegh
2015,69.0,Daniel Hoeegh
2016,68.2,Daniel Hoeegh
2007,53.0,Callum McManaman
2009,53.0,Callum McManaman
2010,52.0,Callum McManaman
2011,53.0,Callum McManaman
2012,68.0,Callum McManaman
2013,70.5,Callum McManaman
2014,71.33333333333333,Callum McManaman
2015,71.8,Callum McManaman
2016,73.0,Callum McManaman
2007,64.0,Abel Issa Camara
2012,66.0,Abel Issa Camara
2013,68.0,Abel Issa Camara
2014,69.0,Abel Issa Camara
2015,69.0,Abel Issa Camara
2016,69.0,Abel Issa Camara
2007,76.0,Junior Caicara
2011,76.0,Junior Caicara
2012,76.0,Junior Caicara
2015,75.75,Junior Caicara
2016,75.0,Junior Caicara
2007,64.0,Bruno Cesar
2009,64.0,Bruno Cesar
2010,76.0,Bruno Cesar
2011,76.5,Bruno Cesar
2012,78.5,Bruno Cesar
2013,77.0,Bruno Cesar
2014,77.0,Bruno Cesar
2015,74.42857142857143,Bruno Cesar
2016,76.0,Bruno Cesar
2007,56.0,Tomasz Holota
2012,56.0,Tomasz Holota
2013,58.375,Tomasz Holota
2014,61.2,Tomasz Holota
2015,64.0,Tomasz Holota
2016,64.0,Tomasz Holota
2007,66.0,Manolo Gabbiadini
2010,66.0,Manolo Gabbiadini
2011,67.0,Manolo Gabbiadini
2012,72.0,Manolo Gabbiadini
2013,74.4,Manolo Gabbiadini
2014,74.9,Manolo Gabbiadini
2015,77.0,Manolo Gabbiadini
2016,78.0,Manolo Gabbiadini
2007,52.0,Peniel Kokou Mlapa
2009,52.0,Peniel Kokou Mlapa
2010,63.5,Peniel Kokou Mlapa
2011,71.5,Peniel Kokou Mlapa
2012,72.5,Peniel Kokou Mlapa
2013,71.5,Peniel Kokou Mlapa
2014,70.33333333333333,Peniel Kokou Mlapa
2015,68.28571428571429,Peniel Kokou Mlapa
2016,67.0,Peniel Kokou Mlapa
2007,61.0,Andreu Fontas
2009,61.0,Andreu Fontas
2010,64.5,Andreu Fontas
2011,71.5,Andreu Fontas
2012,73.0,Andreu Fontas
2013,71.83333333333333,Andreu Fontas
2014,72.33333333333333,Andreu Fontas
2015,77.0,Andreu Fontas
2016,77.0,Andreu Fontas
2007,66.0,Thiago Alcantara
2009,66.0,Thiago Alcantara
2010,68.5,Thiago Alcantara
2011,76.5,Thiago Alcantara
2012,79.0,Thiago Alcantara
2013,79.42857142857143,Thiago Alcantara
2014,80.3,Thiago Alcantara
2015,82.0,Thiago Alcantara
2007,55.0,Abdourahman Dampha
2010,57.0,Abdourahman Dampha
2011,57.0,Abdourahman Dampha
2012,60.0,Abdourahman Dampha
2013,63.0,Abdourahman Dampha
2007,58.0,Danny Drinkwater
2009,59.0,Danny Drinkwater
2010,64.0,Danny Drinkwater
2011,64.5,Danny Drinkwater
2012,66.0,Danny Drinkwater
2013,68.0,Danny Drinkwater
2014,69.6,Danny Drinkwater
2015,72.0,Danny Drinkwater
2016,74.66666666666667,Danny Drinkwater
2007,63.0,Marc Muniesa
2009,63.0,Marc Muniesa
2010,66.0,Marc Muniesa
2011,67.0,Marc Muniesa
2012,67.5,Marc Muniesa
2013,67.75,Marc Muniesa
2014,71.66666666666667,Marc Muniesa
2015,73.5,Marc Muniesa
2016,75.0,Marc Muniesa
2007,66.0,Henrique
2009,66.0,Henrique
2010,64.5,Henrique
2011,66.0,Henrique
2007,68.0,Xandao
2009,68.0,Xandao
2010,70.5,Xandao
2011,70.5,Xandao
2012,73.0,Xandao
2013,75.75,Xandao
2014,75.0,Xandao
2015,77.0,Xandao
2016,77.0,Xandao
2007,57.0,Mateusz Piatkowski
2013,57.0,Mateusz Piatkowski
2014,59.0,Mateusz Piatkowski
2015,61.0,Mateusz Piatkowski
2007,54.0,Javier Ros
2009,54.0,Javier Ros
2010,59.0,Javier Ros
2011,65.0,Javier Ros
2012,66.5,Javier Ros
2013,68.0,Javier Ros
2014,70.0,Javier Ros
2015,68.5,Javier Ros
2016,68.0,Javier Ros
2007,58.0,Damian Hops Chmiel
2012,58.0,Damian Hops Chmiel
2013,61.0,Damian Hops Chmiel
2014,63.0,Damian Hops Chmiel
2015,63.0,Damian Hops Chmiel
2016,63.333333333333336,Damian Hops Chmiel
2007,56.0,Matthew James
2009,56.0,Matthew James
2010,65.5,Matthew James
2011,61.5,Matthew James
2012,62.0,Matthew James
2013,66.16666666666667,Matthew James
2014,68.0,Matthew James
2015,69.0,Matthew James
2016,68.5,Matthew James
2007,56.0,Lucas Alfonso Orban
2009,56.0,Lucas Alfonso Orban
2010,72.0,Lucas Alfonso Orban
2011,72.0,Lucas Alfonso Orban
2013,73.0,Lucas Alfonso Orban
2014,73.0,Lucas Alfonso Orban
2015,75.75,Lucas Alfonso Orban
2016,77.0,Lucas Alfonso Orban
2007,62.0,Stefan Nikolic
2009,62.0,Stefan Nikolic
2014,62.0,Stefan Nikolic
2016,62.8,Stefan Nikolic
2007,68.0,Ibrahim Rabiu
2011,68.0,Ibrahim Rabiu
2012,66.0,Ibrahim Rabiu
2013,64.66666666666667,Ibrahim Rabiu
2014,63.0,Ibrahim Rabiu
2007,65.0,Renato Neto
2010,65.0,Renato Neto
2011,66.5,Renato Neto
2012,70.0,Renato Neto
2013,68.5,Renato Neto
2014,66.5,Renato Neto
2015,71.63636363636364,Renato Neto
2007,73.0,Andrej Kramaric
2015,73.0,Andrej Kramaric
2016,73.6,Andrej Kramaric
2007,59.0,Jordan Lukaku
2012,60.5,Jordan Lukaku
2013,62.0,Jordan Lukaku
2014,65.2,Jordan Lukaku
2015,68.0,Jordan Lukaku
2016,71.75,Jordan Lukaku
2007,64.0,Leozinho
2009,64.0,Leozinho
2010,64.0,Leozinho
2012,64.0,Leozinho
2013,63.5,Leozinho
2014,63.0,Leozinho
2015,65.28571428571429,Leozinho
2007,63.0,Aymen Tahar
2016,64.5,Aymen Tahar
2007,68.0,Dragos Grigore
2012,68.0,Dragos Grigore
2013,67.375,Dragos Grigore
2014,72.5,Dragos Grigore
2015,71.33333333333333,Dragos Grigore
2016,73.0,Dragos Grigore
2007,72.0,Paul Papp
2012,72.0,Paul Papp
2013,70.88888888888889,Paul Papp
2014,69.66666666666667,Paul Papp
2015,72.0,Paul Papp
2007,58.0,Niko Datkovic
2014,58.8,Niko Datkovic
2015,64.0,Niko Datkovic
2016,66.0,Niko Datkovic
2007,45.0,Ivan Martic
2009,45.0,Ivan Martic
2010,46.5,Ivan Martic
2011,53.0,Ivan Martic
2012,53.0,Ivan Martic
2013,53.8,Ivan Martic
2014,60.142857142857146,Ivan Martic
2015,70.0,Ivan Martic
2007,65.0,Joao Pedro
2012,65.0,Joao Pedro
2013,64.0,Joao Pedro
2014,64.66666666666667,Joao Pedro
2015,64.0,Joao Pedro
2007,63.0,Koro Kone
2012,62.5,Koro Kone
2013,62.5,Koro Kone
2014,63.0,Koro Kone
2015,63.0,Koro Kone
2007,69.0,Tornike Okriashvili
2014,69.0,Tornike Okriashvili
2015,69.83333333333333,Tornike Okriashvili
2016,70.0,Tornike Okriashvili
2007,61.0,Joan Oriol
2009,61.0,Joan Oriol
2010,68.0,Joan Oriol
2011,72.0,Joan Oriol
2012,69.5,Joan Oriol
2013,69.57142857142857,Joan Oriol
2014,71.0,Joan Oriol
2015,71.0,Joan Oriol
2007,50.0,Alen Melunovic
2009,50.0,Alen Melunovic
2010,57.0,Alen Melunovic
2013,57.0,Alen Melunovic
2014,57.0,Alen Melunovic
2007,64.0,Mohammad Ghadir
2012,64.0,Mohammad Ghadir
2013,68.0,Mohammad Ghadir
2015,67.0,Mohammad Ghadir
2016,64.0,Mohammad Ghadir
2007,66.0,Marko Basic
2015,66.66666666666667,Marko Basic
2016,67.0,Marko Basic
2007,58.0,Maxime Le Marchand
2009,58.0,Maxime Le Marchand
2010,59.0,Maxime Le Marchand
2011,59.5,Maxime Le Marchand
2012,58.5,Maxime Le Marchand
2013,59.2,Maxime Le Marchand
2014,62.0,Maxime Le Marchand
2015,70.6,Maxime Le Marchand
2016,73.5,Maxime Le Marchand
2007,62.0,Abdoul Razzagui Camara
2009,62.0,Abdoul Razzagui Camara
2010,60.0,Abdoul Razzagui Camara
2011,69.5,Abdoul Razzagui Camara
2012,69.0,Abdoul Razzagui Camara
2013,69.0,Abdoul Razzagui Camara
2014,69.0,Abdoul Razzagui Camara
2015,69.6,Abdoul Razzagui Camara
2016,71.75,Abdoul Razzagui Camara
2007,47.0,Sofiane Hanni
2008,47.0,Sofiane Hanni
2009,53.0,Sofiane Hanni
2010,64.0,Sofiane Hanni
2011,64.0,Sofiane Hanni
2014,64.0,Sofiane Hanni
2015,67.875,Sofiane Hanni
2016,73.0,Sofiane Hanni
2007,66.0,Raul Navas
2010,66.0,Raul Navas
2011,64.5,Raul Navas
2012,63.0,Raul Navas
2013,63.0,Raul Navas
2014,69.0,Raul Navas
2015,73.5,Raul Navas
2016,74.0,Raul Navas
2007,64.0,Arthur
2009,64.0,Arthur
2011,64.0,Arthur
2014,64.0,Arthur
2015,64.5,Arthur
2016,63.333333333333336,Arthur
2007,61.0,Adam Fraczczak
2012,61.0,Adam Fraczczak
2013,62.0,Adam Fraczczak
2014,63.5,Adam Fraczczak
2015,66.2,Adam Fraczczak
2016,68.0,Adam Fraczczak
2007,51.0,Ylli Sallahi
2014,53.333333333333336,Ylli Sallahi
2015,60.42857142857143,Ylli Sallahi
2016,61.5,Ylli Sallahi
2007,66.0,Jesus Fernandez
2009,66.0,Jesus Fernandez
2011,66.0,Jesus Fernandez
2012,66.0,Jesus Fernandez
2013,66.0,Jesus Fernandez
2014,72.0,Jesus Fernandez
2015,69.66666666666667,Jesus Fernandez
2016,69.0,Jesus Fernandez
2007,57.0,Pontus Jansson
2009,57.0,Pontus Jansson
2010,58.0,Pontus Jansson
2011,63.0,Pontus Jansson
2012,69.0,Pontus Jansson
2013,70.33333333333333,Pontus Jansson
2014,68.85714285714286,Pontus Jansson
2015,72.66666666666667,Pontus Jansson
2016,75.0,Pontus Jansson
2007,65.0,Martin Milec
2013,65.0,Martin Milec
2014,65.0,Martin Milec
2015,68.33333333333333,Martin Milec
2016,68.0,Martin Milec
2007,71.0,Carlos Eduardo
2009,71.0,Carlos Eduardo
2010,69.5,Carlos Eduardo
2012,71.0,Carlos Eduardo
2013,71.0909090909091,Carlos Eduardo
2014,73.5,Carlos Eduardo
2015,73.4,Carlos Eduardo
2016,74.5,Carlos Eduardo
2007,67.0,Almog Cohen
2010,67.0,Almog Cohen
2011,70.0,Almog Cohen
2012,70.0,Almog Cohen
2013,70.0,Almog Cohen
2014,70.0,Almog Cohen
2015,70.0,Almog Cohen
2016,70.0,Almog Cohen
2007,55.0,Avi Rikan
2013,58.0,Avi Rikan
2014,60.8,Avi Rikan
2015,61.0,Avi Rikan
2007,63.0,Barak Badash
2012,63.0,Barak Badash
2013,65.33333333333333,Barak Badash
2007,61.0,Tamir Kahlon
2011,61.5,Tamir Kahlon
2007,69.0,Nicolas Otamendi
2009,69.0,Nicolas Otamendi
2010,72.0,Nicolas Otamendi
2011,79.0,Nicolas Otamendi
2012,79.0,Nicolas Otamendi
2013,80.0,Nicolas Otamendi
2014,80.0,Nicolas Otamendi
2015,82.8,Nicolas Otamendi
2016,84.0,Nicolas Otamendi
2007,67.0,Shane Duffy
2009,67.0,Shane Duffy
2010,67.0,Shane Duffy
2011,65.5,Shane Duffy
2012,65.5,Shane Duffy
2013,66.0,Shane Duffy
2014,66.6,Shane Duffy
2015,68.0,Shane Duffy
2016,69.0,Shane Duffy
2007,58.0,Shane Ferguson
2010,58.0,Shane Ferguson
2011,54.5,Shane Ferguson
2012,64.5,Shane Ferguson
2013,66.0,Shane Ferguson
2014,65.5,Shane Ferguson
2015,65.0,Shane Ferguson
2016,65.0,Shane Ferguson
2007,62.0,Dor Malul
2011,62.0,Dor Malul
2012,62.5,Dor Malul
2013,63.0,Dor Malul
2007,66.0,Shiran Yeini
2015,66.5,Shiran Yeini
2016,68.0,Shiran Yeini
2007,53.0,Iago Aspas
2009,53.0,Iago Aspas
2010,63.5,Iago Aspas
2011,67.0,Iago Aspas
2012,71.0,Iago Aspas
2013,76.5,Iago Aspas
2014,76.0,Iago Aspas
2015,77.14285714285714,Iago Aspas
2016,78.0,Iago Aspas
2007,64.0,Oussama Darragi
2012,64.0,Oussama Darragi
2013,65.0,Oussama Darragi
2015,70.75,Oussama Darragi
2016,68.0,Oussama Darragi
2007,55.0,Boban Jovic
2015,58.5,Boban Jovic
2016,66.33333333333333,Boban Jovic
2007,69.0,Siboniso Pa Gaxa
2008,70.0,Siboniso Pa Gaxa
2009,70.0,Siboniso Pa Gaxa
2010,66.0,Siboniso Pa Gaxa
2011,63.0,Siboniso Pa Gaxa
2012,64.0,Siboniso Pa Gaxa
2013,67.0,Siboniso Pa Gaxa
2014,68.0,Siboniso Pa Gaxa
2015,68.6,Siboniso Pa Gaxa
2007,64.0,Ahmed Saied Okka
2012,64.0,Ahmed Saied Okka
2013,65.0,Ahmed Saied Okka
2014,65.0,Ahmed Saied Okka
2007,64.0,Ahmed Samir Farag
2011,64.0,Ahmed Samir Farag
2012,63.5,Ahmed Samir Farag
2013,63.0,Ahmed Samir Farag
2007,58.0,Thomas Welnicki
2009,58.0,Thomas Welnicki
2010,59.5,Thomas Welnicki
2011,56.0,Thomas Welnicki
2012,56.0,Thomas Welnicki
2013,56.0,Thomas Welnicki
2014,56.0,Thomas Welnicki
2007,57.0,Dani Schahin
2009,57.0,Dani Schahin
2010,63.0,Dani Schahin
2011,63.0,Dani Schahin
2012,65.0,Dani Schahin
2013,69.54545454545455,Dani Schahin
2014,68.0,Dani Schahin
2015,67.57142857142857,Dani Schahin
2016,67.66666666666667,Dani Schahin
2007,69.0,Rajko Brezancic
2015,69.0,Rajko Brezancic
2016,68.0,Rajko Brezancic
2007,62.0,Geoffry Hairemans
2010,62.0,Geoffry Hairemans
2011,62.0,Geoffry Hairemans
2012,61.5,Geoffry Hairemans
2007,60.0,Erik Lamela
2009,60.0,Erik Lamela
2010,59.5,Erik Lamela
2011,72.5,Erik Lamela
2012,76.5,Erik Lamela
2013,81.125,Erik Lamela
2014,79.14285714285714,Erik Lamela
2015,78.83333333333333,Erik Lamela
2016,80.0,Erik Lamela
2007,65.0,Fransergio
2010,65.0,Fransergio
2011,67.5,Fransergio
2012,68.0,Fransergio
2014,67.1,Fransergio
2015,70.66666666666667,Fransergio
2016,71.66666666666667,Fransergio
2007,58.0,Armiche Ortega
2009,58.0,Armiche Ortega
2010,60.0,Armiche Ortega
2011,62.0,Armiche Ortega
2012,62.0,Armiche Ortega
2013,62.5,Armiche Ortega
2015,63.0,Armiche Ortega
2007,69.0,Zezinho
2010,69.0,Zezinho
2011,69.0,Zezinho
2013,69.0,Zezinho
2014,69.33333333333333,Zezinho
2015,69.5,Zezinho
2007,55.0,Borja Garcia
2009,55.0,Borja Garcia
2010,62.0,Borja Garcia
2011,67.0,Borja Garcia
2012,69.5,Borja Garcia
2013,70.0,Borja Garcia
2014,68.5,Borja Garcia
2015,69.8,Borja Garcia
2016,71.0,Borja Garcia
2007,54.0,Kiko
2008,54.0,Kiko
2009,59.0,Kiko
2010,67.5,Kiko
2011,72.5,Kiko
2012,71.0,Kiko
2013,67.66666666666667,Kiko
2014,64.0,Kiko
2015,64.66666666666667,Kiko
2016,65.0,Kiko
2007,68.0,Fernando
2011,69.0,Fernando
2012,73.0,Fernando
2013,75.8,Fernando
2014,76.0,Fernando
2015,76.0,Fernando
2016,77.0,Fernando
2007,59.0,Daniel Galbraith
2009,59.0,Daniel Galbraith
2010,62.0,Daniel Galbraith
2011,64.0,Daniel Galbraith
2012,60.5,Daniel Galbraith
2013,59.0,Daniel Galbraith
2014,59.0,Daniel Galbraith
2015,59.0,Daniel Galbraith
2016,59.333333333333336,Daniel Galbraith
2007,61.0,James McClean
2010,61.0,James McClean
2011,61.0,James McClean
2012,71.0,James McClean
2013,73.75,James McClean
2014,72.8,James McClean
2015,73.28571428571429,James McClean
2016,73.0,James McClean
2007,63.0,Neto
2009,63.0,Neto
2010,69.5,Neto
2011,75.0,Neto
2012,73.0,Neto
2013,73.25,Neto
2014,76.33333333333333,Neto
2015,77.875,Neto
2016,79.0,Neto
2007,69.0,Hotaru Yamaguchi
2016,69.0,Hotaru Yamaguchi
2007,69.0,Yoichiro Kakitani
2014,69.0,Yoichiro Kakitani
2015,69.71428571428571,Yoichiro Kakitani
2007,61.0,Marco Aratore
2009,61.0,Marco Aratore
2010,61.0,Marco Aratore
2014,61.0,Marco Aratore
2015,62.5,Marco Aratore
2016,63.0,Marco Aratore
2007,60.0,Samuel Inkoom
2009,60.0,Samuel Inkoom
2010,66.0,Samuel Inkoom
2013,69.0,Samuel Inkoom
2014,69.0,Samuel Inkoom
2015,69.0,Samuel Inkoom
2016,69.0,Samuel Inkoom
2007,55.0,Xherdan Shaqiri
2009,55.0,Xherdan Shaqiri
2010,63.5,Xherdan Shaqiri
2011,74.5,Xherdan Shaqiri
2012,78.0,Xherdan Shaqiri
2013,79.33333333333333,Xherdan Shaqiri
2014,80.0,Xherdan Shaqiri
2015,80.0,Xherdan Shaqiri
2016,80.0,Xherdan Shaqiri
2007,57.0,Abdulla Fatadi
2012,57.0,Abdulla Fatadi
2013,57.0,Abdulla Fatadi
2007,53.0,Abdullah Omar
2009,53.0,Abdullah Omar
2010,58.0,Abdullah Omar
2007,56.0,Branislav Micic
2010,55.5,Branislav Micic
2013,55.0,Branislav Micic
2007,66.0,Vitali Balashov
2016,66.5,Vitali Balashov
